 -1835942949 4

# GfxFile id name path
0 0 "gfx_missing" "resources/graphics/missing.png"
0 1 "gfx_dlg_npatch" "resources/graphics/npatch.png"
0 2 "gfx_chr_mage" "resources/graphics/mage.png"
0 3 "gfx_npc_lily" "resources/graphics/lily.png"
0 4 "gfx_npc_freye" "resources/graphics/freye.png"
0 5 "gfx_npc_nessa" "resources/graphics/nessa.png"
0 6 "gfx_npc_elane" "resources/graphics/elane.png"
0 7 "gfx_npc_chicken" "resources/graphics/chicken.png"
0 8 "gfx_obj_campfire" "resources/graphics/campfire.png"
0 9 "gfx_prj_fireball" "resources/graphics/fireball.png"
0 10 "gfx_til_overworld" "resources/graphics/tiles64tm.png"
0 11 "gfx_til_auto_grass" "resources/graphics/autotile_3x3_min.png"
0 12 "gfx_til_cave" "resources/graphics/cave.png"

# MusFile id name path
1 0 "mus_bathroom" "resources/music/copyright/O9s5lzHl6W8.wav"
1 1 "mus_ambient_outdoors" "resources/music/copyright/345470__philip_goddard__branscombe-landslip-birds-and-sea-echoes-ese-from-cave-track.ogg"
1 2 "mus_ambient_cave" "resources/music/copyright/69391__zixem__cave_amb.wav"

# SfxFile id name path variations max_instances pitch_variance
2 0 "sfx_missing" "resources/sound/mic_test.wav" 1 10 0.00
2 1 "sfx_soft_tick" "resources/sound/soft_tick.wav" 1 5 0.03
2 2 "sfx_campfire" "resources/sound/campfire.wav" 1 1 0.00
2 3 "sfx_footstep_grass" "resources/sound/footstep_grass.wav" 1 1 0.00
2 4 "sfx_footstep_stone" "resources/sound/footstep_stone.wav" 1 1 0.00
2 5 "sfx_footstep_water" "resources/sound/footstep_water.wav" 1 1 0.00
2 6 "sfx_footstep_wood" "resources/sound/footstep_wood.wav" 1 1 0.00
2 7 "sfx_fireball" "resources/sound/copyright/fireball.wav" 1 5 0.10
2 8 "sfx_chicken_squawk" "resources/sound/copyright/chicken_squawk.wav" 1 10 0.05
2 9 "sfx_chicken_cluck" "resources/sound/copyright/chicken_cluck.wav" 5 10 0.05

# GfxFrame id name gfx x y w h
4 6 "anim_npc_freye_w" "null" 0 0
 1
 "frm_npc_freye_w_0"
4 7 "anim_npc_nessa_e" "null" 0 0
 1
 "frm_npc_nessa_e_0"
4 8 "anim_npc_nessa_w" "null" 0 0
 1
 "frm_npc_nessa_w_0"
4 9 "anim_npc_elane_e" "null" 0 0
 1
 "frm_npc_elane_e_0"
4 10 "anim_npc_elane_w" "null" 0 0
 1
 "frm_npc_elane_w_0"
4 11 "anim_npc_chicken_e" "null" 0 0
 1
 "frm_npc_chicken_e_0"
4 12 "anim_npc_chicken_w" "null" 0 0
 1
 "frm_npc_chicken_w_0"
4 13 "anim_obj_campfire" "sfx_campfire" 0 4
 8
 "frm_obj_campfire_0"
 "frm_obj_campfire_1"
 "frm_obj_campfire_2"
 "frm_obj_campfire_3"
 "frm_obj_campfire_4"
 "frm_obj_campfire_5"
 "frm_obj_campfire_6"
 "frm_obj_campfire_7"
4 14 "anim_prj_fireball" "sfx_fireball" 0 0
 1
 "frm_prj_fireball_0"
4 15 "anim_til_void" "null" 0 0
 1
 "frm_til_void"
4 16 "anim_til_stone_path" "null" 0 0
 1
 "frm_til_stone_path"
4 17 "anim_til_water_dark" "null" 0 30
 4
 "frm_til_water_dark_0"
 "frm_til_water_dark_1"
 "frm_til_water_dark_2"
 "frm_til_water_dark_1"
4 18 "anim_til_grass_weeds" "null" 0 20
 2
 "frm_til_grass_weeds_0"
 "frm_til_grass_weeds_1"
4 19 "anim_til_grass_flowers" "null" 0 30
 2
 "frm_til_grass_flowers_0"
 "frm_til_grass_flowers_1"
4 20 "anim_til_stone_wall_tl" "null" 0 0
 1
 "frm_til_stone_wall_tl"
4 21 "anim_til_stone_wall_tc" "null" 0 0
 1
 "frm_til_stone_wall_tc"
4 22 "anim_til_stone_wall_tr" "null" 0 0
 1
 "frm_til_stone_wall_tr"
4 23 "anim_til_stone_wall_cl" "null" 0 0
 1
 "frm_til_stone_wall_cl"
4 24 "anim_til_stone_wall_cc" "null" 0 0
 1
 "frm_til_stone_wall_cc"
4 25 "anim_til_stone_wall_cr" "null" 0 0
 1
 "frm_til_stone_wall_cr"
4 26 "anim_til_stone_wall_bl" "null" 0 0
 1
 "frm_til_stone_wall_bl"
4 27 "anim_til_stone_wall_bc" "null" 0 0
 1
 "frm_til_stone_wall_bc"
4 28 "anim_til_stone_wall_br" "null" 0 0
 1
 "frm_til_stone_wall_br"
4 29 "anim_itm_poop" "null" 0 0
 1
 "frm_itm_poop"
4 30 "anim_obj_bush" "null" 0 0
 1
 "frm_obj_bush"
4 31 "anim_obj_chest_closed" "null" 0 0
 1
 "frm_obj_chest_closed"
4 32 "anim_obj_portal" "null" 0 6
 3
 "frm_obj_portal_0"
 "frm_obj_portal_1"
 "frm_obj_portal_2"
4 33 "anim_obj_sign" "null" 0 0
 1
 "frm_obj_sign"
4 34 "anim_obj_lever_unpowered" "null" 0 0
 1
 "frm_obj_lever_unpowered"
4 35 "anim_obj_lever_powered" "null" 0 15
 4
 "frm_obj_lever_powered_0"
 "frm_obj_lever_powered_0"
 "frm_obj_lever_powered_0"
 "frm_obj_lever_powered_1"
4 36 "anim_obj_door_closed" "null" 0 0
 1
 "frm_obj_door_closed"
4 37 "anim_obj_door_open" "null" 0 0
 1
 "frm_obj_door_open"

# Sprite id name anims
5 0 "sprite_missing" 8 "null" "null" "null" "null" "null" "null" "null" "null"
5 1 "sprite_chr_mage" 8 "null" "anim_chr_mage_e" "null" "anim_chr_mage_w" "null" "null" "null" "null"
5 2 "sprite_npc_lily" 8 "null" "anim_npc_lily_e" "null" "anim_npc_lily_w" "null" "null" "null" "null"
5 3 "sprite_npc_freye" 8 "null" "anim_npc_freye_e" "null" "anim_npc_freye_w" "null" "null" "null" "null"
5 4 "sprite_npc_nessa" 8 "null" "anim_npc_nessa_e" "null" "anim_npc_nessa_w" "null" "null" "null" "null"
5 5 "sprite_npc_elane" 8 "null" "anim_npc_elane_e" "null" "anim_npc_elane_w" "null" "null" "null" "null"
5 6 "sprite_npc_chicken" 8 "null" "anim_npc_chicken_e" "null" "anim_npc_chicken_w" "null" "null" "null" "null"
5 7 "sprite_obj_campfire" 8 "anim_obj_campfire" "null" "null" "null" "null" "null" "null" "null"
5 8 "sprite_prj_fireball" 8 "anim_prj_fireball" "null" "null" "null" "null" "null" "null" "null"
5 9 "sprite_itm_poop" 8 "anim_itm_poop" "null" "null" "null" "null" "null" "null" "null"

# TileDef id name anim material_id flags auto_tile_mask
6 0 "til_missing" "anim_missing" 0 0 0
6 1 "til_void" "anim_til_void" 1 1 0
6 2 "til_stone_path" "anim_til_stone_path" 2 0 0
6 3 "til_water_dark" "anim_til_water_dark" 3 3 0
6 4 "til_grass_weeds" "anim_til_grass_weeds" 4 0 0
6 5 "til_grass_flowers" "anim_til_grass_flowers" 4 0 0
6 6 "til_stone_wall_tl" "anim_til_stone_wall_tl" 2 1 0
6 7 "til_stone_wall_tc" "anim_til_stone_wall_tc" 2 1 0
6 8 "til_stone_wall_tr" "anim_til_stone_wall_tr" 2 1 0
6 9 "til_stone_wall_cl" "anim_til_stone_wall_cl" 2 1 0
6 10 "til_stone_wall_cc" "anim_til_stone_wall_cc" 2 1 0
6 11 "til_stone_wall_cr" "anim_til_stone_wall_cr" 2 1 0
6 12 "til_stone_wall_bl" "anim_til_stone_wall_bl" 2 1 0
6 13 "til_stone_wall_bc" "anim_til_stone_wall_bc" 2 1 0
6 14 "til_stone_wall_br" "anim_til_stone_wall_br" 2 1 0
6 15 "obj_bush" "anim_obj_bush" 4 1 0
6 16 "obj_chest_basic" "anim_obj_chest_closed" 5 1 0
6 17 "obj_portal" "anim_obj_portal" 1 0 0
6 18 "obj_sign" "anim_obj_sign" 5 0 0
6 19 "obj_lever_unpowered" "anim_obj_lever_unpowered" 2 0 0
6 20 "obj_lever_powered" "anim_obj_lever_powered" 2 0 0
6 21 "obj_door_closed" "anim_obj_door_closed" 5 1 0
6 22 "obj_door_open" "anim_obj_door_open" 5 0 0

# TileMat id name footstep_sound
7 0 "mat_missing" "null"
7 1 "mat_void" "null"
7 2 "mat_stone" "sfx_footstep_stone"
7 3 "mat_water" "sfx_footstep_water"
7 4 "mat_grass" "sfx_footstep_grass"
7 5 "mat_wood" "sfx_footstep_wood"

# Tilemap version id name width height title bg_music layers object_data path_nodes paths

# EOF marker
-1
